,score,text,,,,,,,,,,,,,,,,,,
267,0,"<U+0B9A><U+0BB5><U+0BC1><U+0BA4><U+0BBF><U+0BAF><U+0BBF><U+0BB2><U+0BCD> <U+0BAE><U+0BCB><U+0B9F><U+0BCD><U+0B9F><U+0BBE><U+0BB0><U+0BCD> <U+0BB5><U+0BA3><U+0BCD><U+0B9F><U+0BBF> <U+0B93><U+0B9F><U+0BCD><U+0B9F> <U+0BAA><U+0BC6><U+0BA3><U+0BCD><U+0B95><U+0BB3><U+0BC1><U+0B95><U+0BCD><U+0B95><U+0BC1> <U+0B85><U+0BA9><U+0BC1><U+0BAE><U+0BA4><U+0BBF>!
#SaudiaArabia #Women #DRIVING #WorldNews #TamilNews
https://t.co/6HJKig0YAO",,,,,,,,,,,,,,,,,,
268,0,"Saudi Arabian women will be allowed to drive trucks and ride motorcycles, officials have said three months after th… https://t.co/1PFzvjivl6",,,,,,,,,,,,,,,,,,
269,1,RT @Arab_News: Women driving in #Saudi Arabia: Important questions answered https://t.co/mZ5NZTAHJE,,,,,,,,,,,,,,,,,,
270,1,RT @Arab_News: Women driving in #Saudi Arabia: Important questions answered https://t.co/mZ5NZTAHJE,,,,,,,,,,,,,,,,,,
271,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/FyIrdqNIaO",,,,,,,,,,,,,,,,,,
272,1,Women driving in #Saudi Arabia: Important questions answered https://t.co/mZ5NZTAHJE,,,,,,,,,,,,,,,,,,
273,2,":)... nice news...---&gt; 
Women driving in Saudi Arabia: Important questions answered~  https://t.co/cRdzImtQ3t",,,,,,,,,,,,,,,,,,
274,1,Women driving in Saudi Arabia: Important questions answered https://t.co/zrnq2BGN3n https://t.co/ppEhtNUQ2D,,,,,,,,,,,,,,,,,,
275,0,RT @RandaHabib: In a country when this is considered a big step !!! -&gt; Saudi Arabian women will also be allowed to drive trucks and motorcy…,,,,,,,,,,,,,,,,,,
276,0,"Saudi Arabian women will be allowed to drive trucks and ride motorcycles, officials have said three months after th… https://t.co/OOMnzuBEd7",,,,,,,,,,,,,,,,,,
277,0,"Saudi Arabian women will be allowed to drive trucks and ride motorcycles, officials have said three months after th… https://t.co/plenPGd2JW",,,,,,,,,,,,,,,,,,
278,1,Fantastic news! Not only are Saudi MEN going to allow their women to now drive cars but also motorbikes and trucks.… https://t.co/bcJOFbxWDD,,,,,,,,,,,,,,,,,,
279,0,Saudi Arabia lifts ban on women driving  https://t.co/AX1ojKPbwt via @wionews,,,,,,,,,,,,,,,,,,
280,0,"RT @SalaamGateway: Saudi Arabian #women will be able to drive trucks and motorcycles, officials have said three months after the kingdom an…",,,,,,,,,,,,,,,,,,
281,1,Women driving in Saudi Arabia: Important questions answered https://t.co/fsyKyKltmu,,,,,,,,,,,,,,,,,,
282,0,"@shaun_jen Random Twitter user: Women have all the same rights as men in America.
SJWs: Sexist!  Misogynist!  Rapis… https://t.co/cX7NjlH1Gx",,,,,,,,,,,,,,,,,,
283,0,"Saudi Arabian women will be allowed to drive trucks and ride motorcycles, officials have said three months after th… https://t.co/Fvcsyu5d8R",,,,,,,,,,,,,,,,,,
284,0,"Saudi Arabian #women will be able to drive trucks and motorcycles, officials have said three months after the kingd… https://t.co/o0zOJCUOcX",,,,,,,,,,,,,,,,,,
285,0,"Saudi Arabian women will be able to drive trucks and motorcycles, officials have said three months after the kingdo… https://t.co/DAIBDH45zy",,,,,,,,,,,,,,,,,,
286,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
287,0,https://t.co/BQQYu7svPR https://t.co/CGb3WJHexb,,,,,,,,,,,,,,,,,,
288,1,Women driving in Saudi Arabia: Important questions answered https://t.co/ZvL8h3Jo7D https://t.co/8qCzLC08wP,,,,,,,,,,,,,,,,,,
289,1,<U+0E0B><U+0E32><U+0E2D><U+0E38><U+0E2F><U+0E44><U+0E1F><U+0E40><U+0E02><U+0E35><U+0E22><U+0E27><U+0E1C><U+0E39><U+0E49><U+0E2B><U+0E0D><U+0E34><U+0E07><U+0E02><U+0E35><U+0E48><U+0E21><U+0E2D><U+0E40><U+0E15><U+0E2D><U+0E23><U+0E4C><U+0E44><U+0E0B><U+0E04><U+0E4C><U+0E44><U+0E14><U+0E49>…Saudi women excited to buy cars and start driving https://t.co/jsO4JZTixa <U+0E02><U+0E49><U+0E2D><U+0E21><U+0E39><U+0E25><U+0E08><U+0E32><U+0E01> @YouTube,,,,,,,,,,,,,,,,,,
290,0,"Saudi lets women drive bikes, trucks

 Saudi Arabian women will be able to drive trucks and motorcycles, officials… https://t.co/b7FeaHHnhW",,,,,,,,,,,,,,,,,,
291,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/SVRVEqQ7ov",,,,,,,,,,,,,,,,,,
292,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/9fwd2nnrcG",,,,,,,,,,,,,,,,,,
293,1,Women driving in Saudi Arabia: Important questions answered #MiddleEastZone,,,,,,,,,,,,,,,,,,
294,-1,"RT @PiaMalaney: ""Saudi Arabia Agrees to Let Women Drive""
NYT:How about ""Saudi Women Force Repressive Regime to Abandon Driving Ban""?
https:…",,,,,,,,,,,,,,,,,,
295,0,Saudi women will also be allowed to ride motorcycles - The move comes three months after the kingdom announced a hi… https://t.co/ul8KZqbUmS,,,,,,,,,,,,,,,,,,
296,0,Saudi King Salman decrees that women can drive in his kingdom &amp; the law for driving will be 'equal' for men &amp; women! https://t.co/ZxB3I5mORL,,,,,,,,,,,,,,,,,,
297,0,"Saudi Arabian women will be allowed to drive trucks and ride motorcycles, officials have said three months after th… https://t.co/1d88wsj8vR",,,,,,,,,,,,,,,,,,
298,-2,"@JayVanorman It’s gonna be so funny 

I hate driving In Saudi ..
I’ll show u vids later why

But driving under that… https://t.co/rXRnybCyvn",,,,,,,,,,,,,,,,,,
299,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
300,0,KAU to have driving school for women - Saudi Gazette https://t.co/UdS267lvl9,,,,,,,,,,,,,,,,,,
301,0,"RT @ABSCBNNews: After driving ban lifted, Saudi women will also be allowed to drive motorcycles https://t.co/Q7KaNeJYdY",,,,,,,,,,,,,,,,,,
302,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
303,0,"Saudi Arabian women will be allowed to drive trucks and ride motorcycles, officials have said three months after th… https://t.co/U6qQbBW5c4",,,,,,,,,,,,,,,,,,
304,0,"Saudi Arabian women will be allowed to drive trucks and ride motorcycles, officials have said three months after th… https://t.co/GGcC0nGjvm",,,,,,,,,,,,,,,,,,
305,0,#Saudi #women will be able to take to the #roads on #motorbikes and #lorries once next year's driving ban is lifted  https://t.co/daHEal79kb,,,,,,,,,,,,,,,,,,
306,-1,"RT @PiaMalaney: ""Saudi Arabia Agrees to Let Women Drive""
NYT:How about ""Saudi Women Force Repressive Regime to Abandon Driving Ban""?
https:…",,,,,,,,,,,,,,,,,,
307,-1,RT @CFR_WFP: The Saudi driving ban was lifted - but women in 155 countries face restrictive laws https://t.co/uwWLjsrq5p via @ForeignAffairs,,,,,,,,,,,,,,,,,,
308,0,"RT @ABSCBNNews: After driving ban lifted, Saudi women will also be allowed to drive motorcycles https://t.co/Q7KaNeJYdY",,,,,,,,,,,,,,,,,,
309,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
310,0,"RT @cnnarabic: #<U+062F><U+0631><U+0627><U+062C><U+0627><U+062A> <U+0646><U+0627><U+0631><U+064A><U+0629> <U+0648><U+0634><U+0627><U+062D><U+0646><U+0627><U+062A> <U+0648><U+0634><U+0631><U+0637><U+064A><U+0627><U+062A><U+061F> 15 <U+0633><U+0624><U+0627><U+0644><U+0627> <U+0648><U+0625><U+062C><U+0627><U+0628><U+0629> <U+0639><U+0646> <U+0642><U+064A><U+0627><U+062F><U+0629> #<U+0627><U+0644><U+0646><U+0633><U+0627><U+0621> <U+0644><U+0640> #<U+0627><U+0644><U+0633><U+064A><U+0627><U+0631><U+0627><U+062A> <U+0641><U+064A> #<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629>
#<U+0627><U+0644><U+0645><U+0631><U+0623><U+0629>_<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629> #<U+0627><U+0644><U+062D><U+0643><U+0648><U+0645><U+0629>_<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629>…",,,,,,,,,,,,,,,,,,
311,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/pRiuLv7eP5",,,,,,,,,,,,,,,,,,
312,0,"RT @ABSCBNNews: After driving ban lifted, Saudi women will also be allowed to drive motorcycles https://t.co/Q7KaNeJYdY",,,,,,,,,,,,,,,,,,
313,0,RT @RandaHabib: In a country when this is considered a big step !!! -&gt; Saudi Arabian women will also be allowed to drive trucks and motorcy…,,,,,,,,,,,,,,,,,,
314,-1,RT @CFR_WFP: The Saudi driving ban was lifted - but women in 155 countries face restrictive laws https://t.co/uwWLjsrq5p via @ForeignAffairs,,,,,,,,,,,,,,,,,,
315,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/kSXpvrcd0z",,,,,,,,,,,,,,,,,,
316,0,"RT @ABSCBNNews: After driving ban lifted, Saudi women will also be allowed to drive motorcycles https://t.co/Q7KaNeJYdY",,,,,,,,,,,,,,,,,,
317,0,"RT @ABSCBNNews: After driving ban lifted, Saudi women will also be allowed to drive motorcycles https://t.co/Q7KaNeJYdY",,,,,,,,,,,,,,,,,,
318,0,"RT @ABSCBNNews: After driving ban lifted, Saudi women will also be allowed to drive motorcycles https://t.co/Q7KaNeJYdY",,,,,,,,,,,,,,,,,,
319,0,"RT @cnnarabic: #<U+062F><U+0631><U+0627><U+062C><U+0627><U+062A> <U+0646><U+0627><U+0631><U+064A><U+0629> <U+0648><U+0634><U+0627><U+062D><U+0646><U+0627><U+062A> <U+0648><U+0634><U+0631><U+0637><U+064A><U+0627><U+062A><U+061F> 15 <U+0633><U+0624><U+0627><U+0644><U+0627> <U+0648><U+0625><U+062C><U+0627><U+0628><U+0629> <U+0639><U+0646> <U+0642><U+064A><U+0627><U+062F><U+0629> #<U+0627><U+0644><U+0646><U+0633><U+0627><U+0621> <U+0644><U+0640> #<U+0627><U+0644><U+0633><U+064A><U+0627><U+0631><U+0627><U+062A> <U+0641><U+064A> #<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629>
#<U+0627><U+0644><U+0645><U+0631><U+0623><U+0629>_<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629> #<U+0627><U+0644><U+062D><U+0643><U+0648><U+0645><U+0629>_<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629>…",,,,,,,,,,,,,,,,,,
320,0,"RT @cnnarabic: #<U+062F><U+0631><U+0627><U+062C><U+0627><U+062A> <U+0646><U+0627><U+0631><U+064A><U+0629> <U+0648><U+0634><U+0627><U+062D><U+0646><U+0627><U+062A> <U+0648><U+0634><U+0631><U+0637><U+064A><U+0627><U+062A><U+061F> 15 <U+0633><U+0624><U+0627><U+0644><U+0627> <U+0648><U+0625><U+062C><U+0627><U+0628><U+0629> <U+0639><U+0646> <U+0642><U+064A><U+0627><U+062F><U+0629> #<U+0627><U+0644><U+0646><U+0633><U+0627><U+0621> <U+0644><U+0640> #<U+0627><U+0644><U+0633><U+064A><U+0627><U+0631><U+0627><U+062A> <U+0641><U+064A> #<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629>
#<U+0627><U+0644><U+0645><U+0631><U+0623><U+0629>_<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629> #<U+0627><U+0644><U+062D><U+0643><U+0648><U+0645><U+0629>_<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629>…",,,,,,,,,,,,,,,,,,
321,0,"RT @ABSCBNNews: After driving ban lifted, Saudi women will also be allowed to drive motorcycles https://t.co/Q7KaNeJYdY",,,,,,,,,,,,,,,,,,
322,0,"After driving ban lifted, Saudi women will also be allowed to drive motorcycles https://t.co/Q7KaNeJYdY",,,,,,,,,,,,,,,,,,
323,0,"RT @cnnarabic: #<U+062F><U+0631><U+0627><U+062C><U+0627><U+062A> <U+0646><U+0627><U+0631><U+064A><U+0629> <U+0648><U+0634><U+0627><U+062D><U+0646><U+0627><U+062A> <U+0648><U+0634><U+0631><U+0637><U+064A><U+0627><U+062A><U+061F> 15 <U+0633><U+0624><U+0627><U+0644><U+0627> <U+0648><U+0625><U+062C><U+0627><U+0628><U+0629> <U+0639><U+0646> <U+0642><U+064A><U+0627><U+062F><U+0629> #<U+0627><U+0644><U+0646><U+0633><U+0627><U+0621> <U+0644><U+0640> #<U+0627><U+0644><U+0633><U+064A><U+0627><U+0631><U+0627><U+062A> <U+0641><U+064A> #<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629>
#<U+0627><U+0644><U+0645><U+0631><U+0623><U+0629>_<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629> #<U+0627><U+0644><U+062D><U+0643><U+0648><U+0645><U+0629>_<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629>…",,,,,,,,,,,,,,,,,,
324,0,"RT @cnnarabic: #<U+062F><U+0631><U+0627><U+062C><U+0627><U+062A> <U+0646><U+0627><U+0631><U+064A><U+0629> <U+0648><U+0634><U+0627><U+062D><U+0646><U+0627><U+062A> <U+0648><U+0634><U+0631><U+0637><U+064A><U+0627><U+062A><U+061F> 15 <U+0633><U+0624><U+0627><U+0644><U+0627> <U+0648><U+0625><U+062C><U+0627><U+0628><U+0629> <U+0639><U+0646> <U+0642><U+064A><U+0627><U+062F><U+0629> #<U+0627><U+0644><U+0646><U+0633><U+0627><U+0621> <U+0644><U+0640> #<U+0627><U+0644><U+0633><U+064A><U+0627><U+0631><U+0627><U+062A> <U+0641><U+064A> #<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629>
#<U+0627><U+0644><U+0645><U+0631><U+0623><U+0629>_<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629> #<U+0627><U+0644><U+062D><U+0643><U+0648><U+0645><U+0629>_<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629>…",,,,,,,,,,,,,,,,,,
325,0,https://t.co/TreyJKYrTE<U+061F>,,,,,,,,,,,,,,,,,,
326,0,"RT @MonkWithBullet: Saudi Arabian women will be able to drive trucks and motorcycles, officials confirm, it was a push by Saudi King MBS, w…",,,,,,,,,,,,,,,,,,
327,0,"RT @cnnarabic: #<U+062F><U+0631><U+0627><U+062C><U+0627><U+062A> <U+0646><U+0627><U+0631><U+064A><U+0629> <U+0648><U+0634><U+0627><U+062D><U+0646><U+0627><U+062A> <U+0648><U+0634><U+0631><U+0637><U+064A><U+0627><U+062A><U+061F> 15 <U+0633><U+0624><U+0627><U+0644><U+0627> <U+0648><U+0625><U+062C><U+0627><U+0628><U+0629> <U+0639><U+0646> <U+0642><U+064A><U+0627><U+062F><U+0629> #<U+0627><U+0644><U+0646><U+0633><U+0627><U+0621> <U+0644><U+0640> #<U+0627><U+0644><U+0633><U+064A><U+0627><U+0631><U+0627><U+062A> <U+0641><U+064A> #<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629>
#<U+0627><U+0644><U+0645><U+0631><U+0623><U+0629>_<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629> #<U+0627><U+0644><U+062D><U+0643><U+0648><U+0645><U+0629>_<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629>…",,,,,,,,,,,,,,,,,,
328,0,"@SkyNews Presume only those who have passed a test, but hold on when did they pass a test or f they can't drive in… https://t.co/kYsY3UhowV",,,,,,,,,,,,,,,,,,
329,0,"RT @cnnarabic: #<U+062F><U+0631><U+0627><U+062C><U+0627><U+062A> <U+0646><U+0627><U+0631><U+064A><U+0629> <U+0648><U+0634><U+0627><U+062D><U+0646><U+0627><U+062A> <U+0648><U+0634><U+0631><U+0637><U+064A><U+0627><U+062A><U+061F> 15 <U+0633><U+0624><U+0627><U+0644><U+0627> <U+0648><U+0625><U+062C><U+0627><U+0628><U+0629> <U+0639><U+0646> <U+0642><U+064A><U+0627><U+062F><U+0629> #<U+0627><U+0644><U+0646><U+0633><U+0627><U+0621> <U+0644><U+0640> #<U+0627><U+0644><U+0633><U+064A><U+0627><U+0631><U+0627><U+062A> <U+0641><U+064A> #<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629>
#<U+0627><U+0644><U+0645><U+0631><U+0623><U+0629>_<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629> #<U+0627><U+0644><U+062D><U+0643><U+0648><U+0645><U+0629>_<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629>…",,,,,,,,,,,,,,,,,,
330,0,"RT @cnnarabic: #<U+062F><U+0631><U+0627><U+062C><U+0627><U+062A> <U+0646><U+0627><U+0631><U+064A><U+0629> <U+0648><U+0634><U+0627><U+062D><U+0646><U+0627><U+062A> <U+0648><U+0634><U+0631><U+0637><U+064A><U+0627><U+062A><U+061F> 15 <U+0633><U+0624><U+0627><U+0644><U+0627> <U+0648><U+0625><U+062C><U+0627><U+0628><U+0629> <U+0639><U+0646> <U+0642><U+064A><U+0627><U+062F><U+0629> #<U+0627><U+0644><U+0646><U+0633><U+0627><U+0621> <U+0644><U+0640> #<U+0627><U+0644><U+0633><U+064A><U+0627><U+0631><U+0627><U+062A> <U+0641><U+064A> #<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629>
#<U+0627><U+0644><U+0645><U+0631><U+0623><U+0629>_<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629> #<U+0627><U+0644><U+062D><U+0643><U+0648><U+0645><U+0629>_<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629>…",,,,,,,,,,,,,,,,,,
331,0,"RT @cnnarabic: #<U+062F><U+0631><U+0627><U+062C><U+0627><U+062A> <U+0646><U+0627><U+0631><U+064A><U+0629> <U+0648><U+0634><U+0627><U+062D><U+0646><U+0627><U+062A> <U+0648><U+0634><U+0631><U+0637><U+064A><U+0627><U+062A><U+061F> 15 <U+0633><U+0624><U+0627><U+0644><U+0627> <U+0648><U+0625><U+062C><U+0627><U+0628><U+0629> <U+0639><U+0646> <U+0642><U+064A><U+0627><U+062F><U+0629> #<U+0627><U+0644><U+0646><U+0633><U+0627><U+0621> <U+0644><U+0640> #<U+0627><U+0644><U+0633><U+064A><U+0627><U+0631><U+0627><U+062A> <U+0641><U+064A> #<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629>
#<U+0627><U+0644><U+0645><U+0631><U+0623><U+0629>_<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629> #<U+0627><U+0644><U+062D><U+0643><U+0648><U+0645><U+0629>_<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629>…",,,,,,,,,,,,,,,,,,
332,0,"RT @cnnarabic: #<U+062F><U+0631><U+0627><U+062C><U+0627><U+062A> <U+0646><U+0627><U+0631><U+064A><U+0629> <U+0648><U+0634><U+0627><U+062D><U+0646><U+0627><U+062A> <U+0648><U+0634><U+0631><U+0637><U+064A><U+0627><U+062A><U+061F> 15 <U+0633><U+0624><U+0627><U+0644><U+0627> <U+0648><U+0625><U+062C><U+0627><U+0628><U+0629> <U+0639><U+0646> <U+0642><U+064A><U+0627><U+062F><U+0629> #<U+0627><U+0644><U+0646><U+0633><U+0627><U+0621> <U+0644><U+0640> #<U+0627><U+0644><U+0633><U+064A><U+0627><U+0631><U+0627><U+062A> <U+0641><U+064A> #<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629>
#<U+0627><U+0644><U+0645><U+0631><U+0623><U+0629>_<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629> #<U+0627><U+0644><U+062D><U+0643><U+0648><U+0645><U+0629>_<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629>…",,,,,,,,,,,,,,,,,,
333,0,"RT @cnnarabic: #<U+062F><U+0631><U+0627><U+062C><U+0627><U+062A> <U+0646><U+0627><U+0631><U+064A><U+0629> <U+0648><U+0634><U+0627><U+062D><U+0646><U+0627><U+062A> <U+0648><U+0634><U+0631><U+0637><U+064A><U+0627><U+062A><U+061F> 15 <U+0633><U+0624><U+0627><U+0644><U+0627> <U+0648><U+0625><U+062C><U+0627><U+0628><U+0629> <U+0639><U+0646> <U+0642><U+064A><U+0627><U+062F><U+0629> #<U+0627><U+0644><U+0646><U+0633><U+0627><U+0621> <U+0644><U+0640> #<U+0627><U+0644><U+0633><U+064A><U+0627><U+0631><U+0627><U+062A> <U+0641><U+064A> #<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629>
#<U+0627><U+0644><U+0645><U+0631><U+0623><U+0629>_<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629> #<U+0627><U+0644><U+062D><U+0643><U+0648><U+0645><U+0629>_<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629>…",,,,,,,,,,,,,,,,,,
334,0,"RT @cnnarabic: #<U+062F><U+0631><U+0627><U+062C><U+0627><U+062A> <U+0646><U+0627><U+0631><U+064A><U+0629> <U+0648><U+0634><U+0627><U+062D><U+0646><U+0627><U+062A> <U+0648><U+0634><U+0631><U+0637><U+064A><U+0627><U+062A><U+061F> 15 <U+0633><U+0624><U+0627><U+0644><U+0627> <U+0648><U+0625><U+062C><U+0627><U+0628><U+0629> <U+0639><U+0646> <U+0642><U+064A><U+0627><U+062F><U+0629> #<U+0627><U+0644><U+0646><U+0633><U+0627><U+0621> <U+0644><U+0640> #<U+0627><U+0644><U+0633><U+064A><U+0627><U+0631><U+0627><U+062A> <U+0641><U+064A> #<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629>
#<U+0627><U+0644><U+0645><U+0631><U+0623><U+0629>_<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629> #<U+0627><U+0644><U+062D><U+0643><U+0648><U+0645><U+0629>_<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629>…",,,,,,,,,,,,,,,,,,
335,0,"RT @cnnarabic: #<U+062F><U+0631><U+0627><U+062C><U+0627><U+062A> <U+0646><U+0627><U+0631><U+064A><U+0629> <U+0648><U+0634><U+0627><U+062D><U+0646><U+0627><U+062A> <U+0648><U+0634><U+0631><U+0637><U+064A><U+0627><U+062A><U+061F> 15 <U+0633><U+0624><U+0627><U+0644><U+0627> <U+0648><U+0625><U+062C><U+0627><U+0628><U+0629> <U+0639><U+0646> <U+0642><U+064A><U+0627><U+062F><U+0629> #<U+0627><U+0644><U+0646><U+0633><U+0627><U+0621> <U+0644><U+0640> #<U+0627><U+0644><U+0633><U+064A><U+0627><U+0631><U+0627><U+062A> <U+0641><U+064A> #<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629>
#<U+0627><U+0644><U+0645><U+0631><U+0623><U+0629>_<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629> #<U+0627><U+0644><U+062D><U+0643><U+0648><U+0645><U+0629>_<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629>…",,,,,,,,,,,,,,,,,,
336,0,"RT @cnnarabic: #<U+062F><U+0631><U+0627><U+062C><U+0627><U+062A> <U+0646><U+0627><U+0631><U+064A><U+0629> <U+0648><U+0634><U+0627><U+062D><U+0646><U+0627><U+062A> <U+0648><U+0634><U+0631><U+0637><U+064A><U+0627><U+062A><U+061F> 15 <U+0633><U+0624><U+0627><U+0644><U+0627> <U+0648><U+0625><U+062C><U+0627><U+0628><U+0629> <U+0639><U+0646> <U+0642><U+064A><U+0627><U+062F><U+0629> #<U+0627><U+0644><U+0646><U+0633><U+0627><U+0621> <U+0644><U+0640> #<U+0627><U+0644><U+0633><U+064A><U+0627><U+0631><U+0627><U+062A> <U+0641><U+064A> #<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629>
#<U+0627><U+0644><U+0645><U+0631><U+0623><U+0629>_<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629> #<U+0627><U+0644><U+062D><U+0643><U+0648><U+0645><U+0629>_<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629>…",,,,,,,,,,,,,,,,,,
337,0,"RT @cnnarabic: #<U+062F><U+0631><U+0627><U+062C><U+0627><U+062A> <U+0646><U+0627><U+0631><U+064A><U+0629> <U+0648><U+0634><U+0627><U+062D><U+0646><U+0627><U+062A> <U+0648><U+0634><U+0631><U+0637><U+064A><U+0627><U+062A><U+061F> 15 <U+0633><U+0624><U+0627><U+0644><U+0627> <U+0648><U+0625><U+062C><U+0627><U+0628><U+0629> <U+0639><U+0646> <U+0642><U+064A><U+0627><U+062F><U+0629> #<U+0627><U+0644><U+0646><U+0633><U+0627><U+0621> <U+0644><U+0640> #<U+0627><U+0644><U+0633><U+064A><U+0627><U+0631><U+0627><U+062A> <U+0641><U+064A> #<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629>
#<U+0627><U+0644><U+0645><U+0631><U+0623><U+0629>_<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629> #<U+0627><U+0644><U+062D><U+0643><U+0648><U+0645><U+0629>_<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629>…",,,,,,,,,,,,,,,,,,
