,score,text,,,,,,,,,,,,,,,,,,
477,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
478,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
479,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
480,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
481,0,RT @AFP: Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ban in June 2018…,,,,,,,,,,,,,,,,,,
482,0,Saudi Arabian women will also be allowed to drive trucks and motorcycles when the Gulf kingdom lifts its driving ba… https://t.co/S8vDybZZAi,,,,,,,,,,,,,,,,,,
483,0,"Saudi Arabian women will be able to drive trucks and motorcycles, officials said three months after a historic deci… https://t.co/uPQIQjoKEo",,,,,,,,,,,,,,,,,,
484,0,RT @abusulayman: This is #Epic. It is not just about Transportation but total equal Rights. Women in #Saudi to drive motorbikes and heavy t…,,,,,,,,,,,,,,,,,,
485,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/1xc4DSxQeU",,,,,,,,,,,,,,,,,,
486,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/Ys0254uyjc",,,,,,,,,,,,,,,,,,
487,0,"Saudi women will be allowed to drive lorries and motorbikes, road department says - Saudi women will be able to tak… https://t.co/xtt723KY82",,,,,,,,,,,,,,,,,,
488,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/Fon6almFvi",,,,,,,,,,,,,,,,,,
489,0,"Indeed..a matter of pride.

Women of Saudi got driving rights now...

Women of our country conquering space...

<ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B9><U+008F> https://t.co/rmrclVE94R",,,,,,,,,,,,,,,,,,
490,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/9nKTNUUTH5",,,,,,,,,,,,,,,,,,
491,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/xjK86j7LRN",,,,,,,,,,,,,,,,,,
492,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/HEa6sLvNQq",,,,,,,,,,,,,,,,,,
493,0,@ArabianObserver @Green_Plankton1 @JZarif Just because your women have started taking driving lessons and you’ll ac… https://t.co/JkccUwS75H,,,,,,,,,,,,,,,,,,
494,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/70WgLGCE9Z",,,,,,,,,,,,,,,,,,
495,0,"Officials from #Saudi Transit Police address dozens of questions related to women driving. 
(According to this, the… https://t.co/gRkkmnFr1w",,,,,,,,,,,,,,,,,,
496,0,"TIL that the Queen of England once ""terrorised"" Saudi Arabia's King by driving him around. In Saudi Arabia women ar… https://t.co/Ap8Nk7y4YN",,,,,,,,,,,,,,,,,,
497,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/YiY7J4CXfX",,,,,,,,,,,,,,,,,,
498,0,'Historic and big day': Saudi Arabia to end ban on women driving next summer https://t.co/rQIZJWR9jb,,,,,,,,,,,,,,,,,,
499,0,'Historic and big day': Saudi Arabia to end ban on women driving https://t.co/v5I7ZktzSX,,,,,,,,,,,,,,,,,,
500,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/rKlAz4dbrr",,,,,,,,,,,,,,,,,,
501,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/tjsKl4SoZ4",,,,,,,,,,,,,,,,,,
502,3,"Abolishing The Ban On Saudi Women Driving Is Great, But What About Male Guardianship Laws? - #inspire #empower... https://t.co/iWDxEDsYAV",,,,,,,,,,,,,,,,,,
503,0,"RT @sex_4_1arab_xxx: <U+2B1C><U+FE0F> <U+062A><U+0627><U+0628><U+0639><U+0648><U+0627> <U+0627><U+0644><U+062D><U+0633><U+0627><U+0628> <U+0627><U+0644><U+0628><U+062F><U+064A><U+0644> @sexteena45
<U+2B1C><U+FE0F> <U+0631><U+0627><U+0628><U+0637> <U+0645><U+062C><U+0645><U+0639> <U+0644><U+0644><U+0645><U+0634><U+0627><U+0647><U+062F><U+0629> https://t.co/AEyhKhM06t 
<U+2B1C><U+FE0F> <U+0631><U+0627><U+0628><U+0637> <U+0645><U+062C><U+0645><U+0639> <U+0644><U+0644><U+062A><U+062D><U+0645><U+064A><U+0644> https://t.co/F…",,,,,,,,,,,,,,,,,,
504,0,"@ustazdaktur Apologies accepted. As long as the law is in place and she chose to go against it, she should be disci… https://t.co/tK9QaO2v1z",,,,,,,,,,,,,,,,,,
505,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/JWV6siPSCv",,,,,,,,,,,,,,,,,,
506,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/om4CEjPQ07",,,,,,,,,,,,,,,,,,
507,0,"RT @sex_4_1arab_xxx: <U+2B1C><U+FE0F> <U+062A><U+0627><U+0628><U+0639><U+0648><U+0627> <U+0627><U+0644><U+062D><U+0633><U+0627><U+0628> <U+0627><U+0644><U+0628><U+062F><U+064A><U+0644> @sexteena45
<U+2B1C><U+FE0F> <U+0631><U+0627><U+0628><U+0637> <U+0645><U+062C><U+0645><U+0639> <U+0644><U+0644><U+0645><U+0634><U+0627><U+0647><U+062F><U+0629> https://t.co/AEyhKhM06t 
<U+2B1C><U+FE0F> <U+0631><U+0627><U+0628><U+0637> <U+0645><U+062C><U+0645><U+0639> <U+0644><U+0644><U+062A><U+062D><U+0645><U+064A><U+0644> https://t.co/F…",,,,,,,,,,,,,,,,,,
508,1,Exciting changes are happening in the kingdom of Saudi Arabia. As of June 2018 there will be driving women on... https://t.co/fWSqRbZJw5,,,,,,,,,,,,,,,,,,
509,0,"<U+2B1C><U+FE0F> <U+062A><U+0627><U+0628><U+0639><U+0648><U+0627> <U+0627><U+0644><U+062D><U+0633><U+0627><U+0628> <U+0627><U+0644><U+0628><U+062F><U+064A><U+0644> @sexteena45
<U+2B1C><U+FE0F> <U+0631><U+0627><U+0628><U+0637> <U+0645><U+062C><U+0645><U+0639> <U+0644><U+0644><U+0645><U+0634><U+0627><U+0647><U+062F><U+0629> https://t.co/AEyhKhM06t 
<U+2B1C><U+FE0F> <U+0631><U+0627><U+0628><U+0637> <U+0645><U+062C><U+0645><U+0639> <U+0644><U+0644><U+062A><U+062D><U+0645><U+064A><U+0644>… https://t.co/OvnqHjSrge",,,,,,,,,,,,,,,,,,
510,0,"<U+0641><U+062F><U+064A><U+062A><U+0643><U+0645> <ed><U+00A0><U+00BD><ed><U+00B8><U+008C>
<U+062D><U+0633><U+0627><U+0628><U+064A> <U+0645><U+0647><U+062F><U+062F> <U+0628><U+0627><U+0644><U+063A><U+0644><U+0642> <U+0648><U+0627><U+0628><U+064A> <U+0627><U+0643><U+0648><U+0646> <U+0639><U+0644><U+0649> <U+062A><U+0648><U+0627><U+0635><U+0644> <U+0645><U+0639><U+0643><U+0645>
<U+062A><U+0627><U+0628><U+0639><U+0648><U+0646><U+064A> <U+0641><U+064A> <U+062D><U+0633><U+0627><U+0628><U+064A> <U+0627><U+0644><U+0628><U+062F><U+064A><U+0644> <U+0648><U+0631><U+064A><U+062A><U+0648><U+064A><U+062A> <U+0644><U+0644><U+062A><U+063A><U+0631><U+064A><U+062F><U+0629> 
<U+062D><U+0633><U+0627><U+0628><U+064A> <U+0627><U+0644><U+0628><U+062F><U+064A><U+0644>
<ed><U+00A0><U+00BD><ed><U+00B1><U+0087><ed><U+00A0><U+00BD><ed><U+00B1><U+0087><ed><U+00A0><U+00BD><ed><U+00B1><U+0087><ed><U+00A0><U+00BD><ed><U+00B1><U+0087>… https://t.co/zyzFLb3Sqp",,,,,,,,,,,,,,,,,,
511,0,RT @abusulayman: This is #Epic. It is not just about Transportation but total equal Rights. Women in #Saudi to drive motorbikes and heavy t…,,,,,,,,,,,,,,,,,,
512,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/2rjwiRdwEQ",,,,,,,,,,,,,,,,,,
513,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/nGcmDtlakZ",,,,,,,,,,,,,,,,,,
514,0,Saudi women can now exchange driving licenses to a Saudi one if obtained from a Gulf country. https://t.co/RRDwSlsPDg,,,,,,,,,,,,,,,,,,
515,-1,RT @CFR_WFP: The Saudi driving ban was lifted - but women in 155 countries face restrictive laws https://t.co/uwWLjsrq5p via @ForeignAffairs,,,,,,,,,,,,,,,,,,
516,-1,The Saudi driving ban was lifted - but women in 155 countries face restrictive laws https://t.co/uwWLjsrq5p via @ForeignAffairs,,,,,,,,,,,,,,,,,,
517,0,Women in Saudi Arabia are inclined to buy new cars to accommodate for the increase on the household's demand on tra… https://t.co/edDka0l2vU,,,,,,,,,,,,,,,,,,
518,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/9xPLGiESnr",,,,,,,,,,,,,,,,,,
519,0,RT @abusulayman: This is #Epic. It is not just about Transportation but total equal Rights. Women in #Saudi to drive motorbikes and heavy t…,,,,,,,,,,,,,,,,,,
520,0,RT @abusulayman: This is #Epic. It is not just about Transportation but total equal Rights. Women in #Saudi to drive motorbikes and heavy t…,,,,,,,,,,,,,,,,,,
521,0,RT @abusulayman: This is #Epic. It is not just about Transportation but total equal Rights. Women in #Saudi to drive motorbikes and heavy t…,,,,,,,,,,,,,,,,,,
522,0,RT @abusulayman: This is #Epic. It is not just about Transportation but total equal Rights. Women in #Saudi to drive motorbikes and heavy t…,,,,,,,,,,,,,,,,,,
523,0,This is #Epic. It is not just about Transportation but total equal Rights. Women in #Saudi to drive motorbikes and… https://t.co/3o3GadD153,,,,,,,,,,,,,,,,,,
524,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/edzcr2UoUi",,,,,,,,,,,,,,,,,,
525,1,@brumbyOz @AgentSaffron Driving for women and opening cinemas is being celebrated as if Saudi Barbaria has turned i… https://t.co/wSPOSA7cFf,,,,,,,,,,,,,,,,,,
526,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/Hb40aFXV44",,,,,,,,,,,,,,,,,,
527,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/Kj4gfPa5S1",,,,,,,,,,,,,,,,,,
528,0,"@toluolisa Forget Saudi bro, Saudi banned women from driving cars, but Prophet Mohammed allowed women to ride camel… https://t.co/42NsCSTLFP",,,,,,,,,,,,,,,,,,
529,-1,"Islamic scholar, Sheikh Saad al-Hajari, explains that the 'evil' of women driving is all to do with shopping… https://t.co/7NXSHO137d",,,,,,,,,,,,,,,,,,
530,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/dEuFBAVcVz",,,,,,,,,,,,,,,,,,
531,0,@Yar_Gata Saudi Arabia that stopped their women from driving cars sef,,,,,,,,,,,,,,,,,,
532,0,"@Abuhyman @badgalmaddie_ So she wrote the rules of the NBA? 
She forced someones daughter to read LAW?
She texted s… https://t.co/6EEJ4VcLcf",,,,,,,,,,,,,,,,,,
533,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/Y9pnZq27RB",,,,,,,,,,,,,,,,,,
534,1,"RT @SmitaThackeray: I’m delighted to see this news that after lifting the ban on women driving, Saudi Arabia has now lifted more than 35 ye…",,,,,,,,,,,,,,,,,,
535,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/K8p9jDuKcK",,,,,,,,,,,,,,,,,,
536,0,@EllenKotera @sassygayrepub Driving a car is not mentioned in Sharia at all and all Muslim countries allow women to… https://t.co/3IqzDtMFqd,,,,,,,,,,,,,,,,,,
537,-2,Saudi has lifted its ban despite Islamic scholars' concerns that vibrating cars might cause women 'haram' excitemen… https://t.co/fjOdsdFp3E,,,,,,,,,,,,,,,,,,
538,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/5h1Q5wGECr",,,,,,,,,,,,,,,,,,
539,-1,"Islamic scholar, Sheikh Saad al-Hajari, explains that the 'evil' of women driving is to do with shopping… https://t.co/uaAbvv29Ar",,,,,,,,,,,,,,,,,,
540,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/PiQ9MfIwgI",,,,,,,,,,,,,,,,,,
541,0,@KlAuS_18M @lidewij_uttr @styIeswift And is Saudi Arabia not gradually being liberalised? Did women not recently ge… https://t.co/H2P643RXp0,,,,,,,,,,,,,,,,,,
542,-1,"@b_ydamilola @yungfirelord @___Umar___ @deebeejal @ogundamisi It wasn't meant to be an insult, nevertheless I'm sor… https://t.co/79CEL0dceu",,,,,,,,,,,,,,,,,,
543,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/AJ4chpQK5I",,,,,,,,,,,,,,,,,,
544,1,"@___Umar___ @deebeejal @Dha_mist @b_ydamilola @ogundamisi If u want to go with religion, there is nothing like huma… https://t.co/rBllYTnu51",,,,,,,,,,,,,,,,,,
545,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/svHj0g8xX8",,,,,,,,,,,,,,,,,,
546,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/S0jFFb33OH",,,,,,,,,,,,,,,,,,
547,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/rYFZtcZ0ot",,,,,,,,,,,,,,,,,,
548,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/y4rZRaQ0TO",,,,,,,,,,,,,,,,,,
549,-1,RT @BBCBreaking: Saudi Arabia's King Salman issues an order allowing women to be given driving licences - state media https://t.co/ggLFKIVr…,,,,,,,,,,,,,,,,,,
550,0,"Egypt is putting women in jail for eating bananas on television, Saudi Arabia jails women for driving cars, Pakista… https://t.co/bUwVya8hTa",,,,,,,,,,,,,,,,,,
551,-2,"@anitasarkeesian @femfreq Oh no 2 people driving, so problematic. Even more problematic then women until recently n… https://t.co/MHi60ApYw7",,,,,,,,,,,,,,,,,,
552,1,"RT @RojerAils: HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR THESE POSIT…",,,,,,,,,,,,,,,,,,
553,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/GD2bJHLjTP",,,,,,,,,,,,,,,,,,
554,1,"Grand Mufti Al ash-Sheikh:
- January 2017: ""We know that singing concerts and cinemas are a depravity"":… https://t.co/UjfpiumWbE",,,,,,,,,,,,,,,,,,
555,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/0meVupEs0q",,,,,,,,,,,,,,,,,,
556,0,Soon in saudi #women_driving #<U+0642><U+064A><U+0627><U+062F><U+0629>_<U+0627><U+0644><U+0645><U+0631><U+0627><U+0629>_<U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629> <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> https://t.co/clLFZ2koSW,,,,,,,,,,,,,,,,,,
557,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/XR97Ah6BuR",,,,,,,,,,,,,,,,,,
558,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/o3skXVqrxc",,,,,,,,,,,,,,,,,,
559,2,Greatest country in modern history which follows most moderate religion will allow cinema hall and women to drive c… https://t.co/UuEuya8Mk5,,,,,,,,,,,,,,,,,,
560,-1,RT @BBCBreaking: Saudi Arabia's King Salman issues an order allowing women to be given driving licences - state media https://t.co/ggLFKIVr…,,,,,,,,,,,,,,,,,,
561,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/UZJiXAEXxO",,,,,,,,,,,,,,,,,,
562,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/qijcam4LEw",,,,,,,,,,,,,,,,,,
563,0,"@RaginRabbi ""Many women in Saudi Arabia are still not driving cars. But the Saudi military is using this to develop… https://t.co/6tPoGOk8UK",,,,,,,,,,,,,,,,,,
564,0,"RT @business: Saudi Arabia will allow women to get drivers licenses, SPA reports https://t.co/rUoFZrGuZq https://t.co/a7QlPqrvYD",,,,,,,,,,,,,,,,,,
565,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/GpKFsv4sV2",,,,,,,,,,,,,,,,,,
566,-1,"'Sky's the limit' for Saudi women, kingdom's first female spokesperson says 
 https://t.co/FTJZJT0LBu https://t.co/Xjix21YaYZ",,,,,,,,,,,,,,,,,,
567,-1,"How funny it may look to you, Saudi Arabia will open its first cinema hall in Jan 2018 and will also see women driv… https://t.co/giKW5lbc2s",,,,,,,,,,,,,,,,,,
568,1,"RT @RojerAils: HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR THESE POSIT…",,,,,,,,,,,,,,,,,,
569,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/Ec19f24SqN",,,,,,,,,,,,,,,,,,
570,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/Jr29yuIUCI",,,,,,,,,,,,,,,,,,
571,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/AJM3BWuWkA",,,,,,,,,,,,,,,,,,
572,-1,"RT @zoka64620384: This is a hypothetical conversation between two Saudi’s women in prison, due to misconduct in driving, where one of them…",,,,,,,,,,,,,,,,,,
573,-1,"RT @zoka64620384: This is a hypothetical conversation between two Saudi’s women in prison, due to misconduct in driving, where one of them…",,,,,,,,,,,,,,,,,,
574,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/34Xu1fG3nX",,,,,,,,,,,,,,,,,,
575,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/GzU5N3W3CO",,,,,,,,,,,,,,,,,,
576,-1,"This is a hypothetical conversation between two Saudi’s women in prison, due to misconduct in driving, where one of… https://t.co/hhFBzSgDhp",,,,,,,,,,,,,,,,,,
577,2,RT @FT: Loujain Alhathloul spent 73 days in jail for driving. Our interview with one of the leading campaigners for women’s right to drive…,,,,,,,,,,,,,,,,,,
578,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/NEtt2h9FlC",,,,,,,,,,,,,,,,,,
579,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/0xA955xs6M",,,,,,,,,,,,,,,,,,
580,0,"#KSA and Israel are now allies. And from their friends in Israel, Saudi has learned the value of #hasbara - giving… https://t.co/48fOyJ9GJ8",,,,,,,,,,,,,,,,,,
581,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/E7deUn4rTO",,,,,,,,,,,,,,,,,,
582,-2,RT @JRWMFC: @socialistworker Clearly I missed your protest and attempt to whip up opposition to the Saudi King’s visit to the UK in 2007. Y…,,,,,,,,,,,,,,,,,,
583,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/EqhP38dRJ8",,,,,,,,,,,,,,,,,,
584,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/0mzKFd0GC8",,,,,,,,,,,,,,,,,,
585,1,RT @iCoder1978: @ajplus Women driving. Movie theaters. All in a single year? Saudi making immense efforts to join the 21st century.,,,,,,,,,,,,,,,,,,
586,1,RT @iCoder1978: @ajplus Women driving. Movie theaters. All in a single year? Saudi making immense efforts to join the 21st century.,,,,,,,,,,,,,,,,,,
587,1,@ajplus Women driving. Movie theaters. All in a single year? Saudi making immense efforts to join the 21st century.,,,,,,,,,,,,,,,,,,
588,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/hqueq4mtxr",,,,,,,,,,,,,,,,,,
589,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/hJEiC4NI0E",,,,,,,,,,,,,,,,,,
590,1,women driving? movie theatres opening up? Sounds like Saudi Arabia is entering the roaring twenties,,,,,,,,,,,,,,,,,,
591,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/Nm5hhehpnh",,,,,,,,,,,,,,,,,,
592,1,"RT @RojerAils: HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR THESE POSIT…",,,,,,,,,,,,,,,,,,
593,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/jdjtaPAKEe",,,,,,,,,,,,,,,,,,
594,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/MFKEukMjFp",,,,,,,,,,,,,,,,,,
595,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/8ZO0gIKchA",,,,,,,,,,,,,,,,,,
596,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/st5inQ2fEG",,,,,,,,,,,,,,,,,,
597,2,RT @FT: Loujain Alhathloul spent 73 days in jail for driving. Our interview with one of the leading campaigners for women’s right to drive…,,,,,,,,,,,,,,,,,,
598,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/c98nGvpcx7",,,,,,,,,,,,,,,,,,
599,1,"HUGE!    GREAT BURQA DRIVING PROFESSORS - WOMEN ONLY - SAUDI ARABIA - (MEN DO NOT, DO NOT, TRY WEARING BURQA FOR TH… https://t.co/8ccYoHd2XI",,,,,,,,,,,,,,,,,,
600,1,"@TVietor08 I'd love for you to do a PSTW on cultural liberalization occurring in Saudi; women driving, cinemas opening, etc. Any idea why?",,,,,,,,,,,,,,,,,,
